n_sites,seed,convergence_round,round,train_loss,ihm_loss,decomp_loss,pheno_loss,elapsed_s,sigma_decomp,sigma_ihm,sigma_pheno,val_ihm_auroc,val_ihm_auprc,val_decomp_auroc,val_decomp_auprc,val_pheno_macro_auroc
2,123,29,6,0.6388228358660203,0.36470830629225903,1.3211069297061737,0.7209848433602846,4.0,1.1516666412353516,0.6318052411079407,1.0,0.709805705222401,0.3207075718328466,0.6829114469738821,0.179053666296267,nan
2,123,29,7,0.6133681944364023,0.36119492345501764,1.273729532046089,0.7267458649701947,4.0,1.1335971355438232,0.6168819665908813,1.0,0.7268743898091039,0.34665357062323565,0.651202644892711,0.15356123743011674,nan
2,123,29,8,0.6080760605730865,0.360770672885091,1.2644535243250918,0.730982247658692,4.0,1.128104567527771,0.6081860661506653,1.0,0.7208595319731699,0.3392359838278148,0.6282940080108913,0.15795738495144107,nan
2,123,29,9,0.5921484760321905,0.35224486503538605,1.2547962990910726,0.7321597233609861,4.0,1.1231058835983276,0.5998250842094421,1.0,0.7550173102618699,0.3939576416972741,0.682373378209652,0.1803574992697625,nan
2,123,29,10,0.5858959657136009,0.3486394237352771,1.2524900329685629,0.7330273611056232,4.0,1.1215282678604126,0.5938310623168945,1.0,0.7595606292338501,0.39730081255778205,0.6872622997410245,0.18480017322893955,nan
2,123,29,11,0.5838563284759438,0.3504662031559965,1.241113384477957,0.7369191727263438,4.0,1.1140557527542114,0.5936325192451477,1.0,0.7557012238804975,0.40698304600744517,0.6944610317934242,0.1920593539561752,nan
2,123,29,12,0.5687221409712296,0.34337409452319667,1.2288586598816917,0.7366331388856646,4.0,1.109208583831787,0.589647114276886,1.0,0.768063733085425,0.43100330340907694,0.6928569375744436,0.19412288434703362,nan
2,123,29,13,0.5794668420173196,0.34910700538533224,1.235034011597196,0.737775122754959,4.0,1.1094293594360352,0.5908169150352478,1.0,0.7481202788301662,0.3575178088619838,0.6932869668143029,0.19374292703044677,nan
2,123,29,14,0.5648631682562516,0.3449117492510242,1.2140246059696747,0.7414264072497339,4.0,1.1064378023147583,0.5881913900375366,1.0,0.7711221847916272,0.40400502076817485,0.6867449873386193,0.19034418551429083,nan
2,123,29,15,0.5613667849109683,0.33929687289431626,1.2255825343090374,0.7385585763568961,4.0,1.1076840162277222,0.5839003920555115,1.0,0.7805478639570027,0.4329505362484934,0.6859418758003174,0.1804506628470742,nan
2,123,29,16,0.5577067063885485,0.33987085553756446,1.2145998811097125,0.7373702588560279,4.0,1.103448748588562,0.5840582847595215,1.0,0.7769075442086428,0.4352761954257166,0.6886769256315523,0.19469007507750155,nan
2,123,29,17,0.559175670927789,0.337250501633211,1.2275234044379022,0.7357265311557654,4.0,1.1053448915481567,0.5822248458862305,1.0,0.7739861251337006,0.4400662122159139,0.6947005282760192,0.20766260431402403,nan
2,123,29,18,0.5542619423574756,0.33564629435018684,1.221473882031753,0.7358825917327247,4.0,1.1051828861236572,0.5791786909103394,1.0,0.765609224586903,0.42548362194450284,0.6881085206461935,0.19321346461047814,nan
2,123,29,19,0.5570883516661465,0.33986353171444356,1.2130282763310396,0.7367997651016869,4.0,1.1010419130325317,0.5814839005470276,1.0,0.7852911089563528,0.4245539058615286,0.6866305612413794,0.19808611536523918,nan
2,123,29,20,0.5589322926696211,0.33818390760489425,1.223584651426457,0.7370668199385098,4.0,1.1041179895401,0.5827317237854004,1.0,0.7688563564814351,0.3919364367561254,0.6889462261208702,0.18863674877972242,nan
2,123,29,21,0.5746278945014986,0.34774767278844093,1.227739973880318,0.7352821855565866,4.0,1.1073615550994873,0.5898089408874512,1.0,0.7152570215686862,0.323471128199811,0.6949464113314833,0.21050217723014547,nan
2,123,29,22,0.5797570770744673,0.3548164406718125,1.2156979353146782,0.733581966968603,4.0,1.1038153171539307,0.593037486076355,1.0,0.7325098047055922,0.3497741971693321,0.6900564253712994,0.19803418540008497,nan
2,123,29,23,0.5627537464731125,0.3449342565114842,1.2087990959138328,0.7350113876001283,4.0,1.1043621301651,0.5888164639472961,1.0,0.7725816447914271,0.41174768254615546,0.6928516154303859,0.19799363983392934,nan
2,123,29,24,0.5551387126268779,0.34029429897210484,1.2067639848550855,0.7380482726222043,4.0,1.1023014783859253,0.5848891735076904,1.0,0.7815933104751243,0.4331850771304815,0.6950943669362865,0.20760577065502683,nan
2,123,29,25,0.5500120947454694,0.33774196092999137,1.203576385974884,0.7387025744113339,4.0,1.0981758832931519,0.5827206373214722,1.0,0.7839357770958079,0.4182184284723849,0.691977719376117,0.20096699277028846,nan
